Target_Role,Job Title,Company,Job URL,Required_Degree,Extracted_Skills
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900182,Not Specified / Equivalent Experience,"['Debugging', 'Gazebo', 'Docker', 'Agile', 'Embedded Systems', 'ROS2']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900183,Not Specified / Equivalent Experience,"['Debugging', 'Git', 'Control Systems', 'ROS2', 'SLAM', 'C++', 'Embedded Systems', 'OpenCV', 'Nav2', 'Gazebo']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900184,Bachelor in Electronics Engineering,"['Simulink', 'Rviz', 'Computer Vision', 'Git', 'Debugging', 'SLAM']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900185,Bachelor in Computer Science,"['Docker', 'MoveIt', 'Embedded Systems', 'Python', 'MATLAB', 'Gazebo']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900186,Not Specified / Equivalent Experience,"['Agile', 'ROS', 'Docker', 'Linux', 'Computer Vision', 'ROS2', 'C++']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900187,Bachelor in Information Technology,"['Gazebo', 'Simulink', 'Kinematics', 'OpenCV', 'Git', 'Control Systems', 'C++', 'MATLAB']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900188,Master in Data Science,"['MoveIt', 'Kinematics', 'Rviz', 'Docker', 'C++', 'Computer Vision', 'Nav2', 'Embedded Systems', 'Git']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900189,Master in Computer Science,"['MATLAB', 'C++', 'Behavior Trees', 'Agile', 'MoveIt', 'Debugging', 'Embedded Systems']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900190,Degree in Information Systems,"['C++', 'MoveIt', 'ROS', 'Computer Vision', 'Linux', 'Embedded Systems', 'Git', 'PCL', 'SLAM', 'MATLAB', 'Debugging']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900191,Degree in Computer Science,"['Git', 'Computer Vision', 'Behavior Trees', 'MoveIt', 'C++']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900192,Not Specified / Equivalent Experience,"['Control Systems', 'Computer Vision', 'ROS', 'Python', 'Gazebo', 'Behavior Trees', 'PCL', 'Linux']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900193,Degree in Computer Engineering,"['SLAM', 'PCL', 'Linux', 'Embedded Systems', 'Computer Vision', 'Control Systems', 'Simulink']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900194,Not Specified / Equivalent Experience,"['SLAM', 'Control Systems', 'Linux', 'ROS', 'Behavior Trees', 'C++', 'Embedded Systems']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900195,Degree in Computer Engineering,"['Nav2', 'Embedded Systems', 'Python', 'Linux', 'PCL', 'Kinematics']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900196,Bachelor in Engineering,"['ROS', 'Debugging', 'Behavior Trees', 'Kinematics', 'ROS2', 'SLAM', 'Agile', 'Docker', 'Linux']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900197,Master in Computer Science,"['Debugging', 'Embedded Systems', 'Python', 'Gazebo', 'ROS', 'OpenCV', 'PCL', 'Nav2']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900198,Bachelor in Computer Science,"['ROS', 'Kinematics', 'Behavior Trees', 'SLAM', 'Git', 'Gazebo', 'Embedded Systems', 'Simulink', 'Docker']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900199,Master in Data Science,"['Agile', 'Rviz', 'Kinematics', 'Nav2', 'MATLAB', 'Control Systems', 'ROS', 'PCL', 'SLAM']"
Robotics Software Engineer,,Extracted,https://rooster.jobs/jobs/900200,Degree in Software Engineering,"['Git', 'Docker', 'Nav2', 'Kinematics', 'ROS2', 'Embedded Systems', 'Simulink', 'Linux', 'OpenCV', 'Computer Vision']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900201,Bachelor in Electronics Engineering,"['Agile', 'LlamaIndex', 'Machine Learning', 'spaCy', 'Git', 'PyTorch']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900202,Master in Data Science,"['FastText', 'Python', 'NLTK', 'Machine Learning', 'AWS', 'Agile', 'LlamaIndex', 'TensorFlow', 'Deep Learning', 'OpenAI API', 'SQL', 'Transformers']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900203,Bachelor in Electronics Engineering,"['BERT', 'Gensim', 'Docker', 'Git', 'spaCy', 'OpenAI API', 'Agile']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900204,Not Specified / Equivalent Experience,"['TensorFlow', 'Data Preprocessing', 'Deep Learning', 'Machine Learning', 'spaCy', 'LlamaIndex', 'OpenAI API', 'SQL', 'Git', 'Docker']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900205,Degree in Computer Science,"['Transformers', 'NLTK', 'Git', 'Python', 'Agile', 'FastText', 'TensorFlow', 'LangChain', 'HuggingFace', 'Docker']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900206,Bachelor in Engineering,"['Deep Learning', 'FastText', 'Agile', 'Transformers', 'Python', 'TensorFlow', 'Gensim', 'Data Preprocessing', 'Git']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900207,Bachelor in Information Technology,"['FastText', 'HuggingFace', 'Docker', 'SQL', 'Git', 'Python']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900208,Bachelor in Computer Science,"['Deep Learning', 'Agile', 'Research', 'Git', 'FastText', 'LlamaIndex', 'OpenAI API', 'TensorFlow']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900209,Degree in Computer Science,"['Agile', 'AWS', 'PyTorch', 'Git', 'SQL', 'LlamaIndex', 'Docker', 'OpenAI API', 'Python', 'Transformers']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900210,Not Specified / Equivalent Experience,"['LangChain', 'AWS', 'TensorFlow', 'FastText', 'Docker', 'Agile', 'SQL', 'Research', 'Gensim', 'Rasa']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900211,Not Specified / Equivalent Experience,"['Deep Learning', 'SQL', 'Docker', 'Data Preprocessing', 'LangChain', 'Rasa', 'PyTorch']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900212,Not Specified / Equivalent Experience,"['LangChain', 'LlamaIndex', 'SQL', 'AWS', 'Deep Learning', 'PyTorch', 'Python', 'Data Preprocessing']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900213,Master in Computer Science,"['spaCy', 'Data Preprocessing', 'Docker', 'Agile', 'Deep Learning', 'NLTK', 'Git', 'FastText']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900214,Bachelor in Mathematics,"['spaCy', 'Agile', 'PyTorch', 'Machine Learning', 'Docker', 'LangChain', 'OpenAI API', 'Python', 'Research', 'TensorFlow', 'FastText']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900215,Bachelor in Cybersecurity,"['Deep Learning', 'Python', 'FastText', 'OpenAI API', 'PyTorch', 'NLTK', 'spaCy', 'Git', 'Rasa']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900216,Not Specified / Equivalent Experience,"['SQL', 'Data Preprocessing', 'FastText', 'HuggingFace', 'LlamaIndex', 'Agile', 'Python', 'Deep Learning', 'Gensim', 'OpenAI API', 'Git']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900217,Not Specified / Equivalent Experience,"['Gensim', 'BERT', 'Machine Learning', 'Deep Learning', 'Python', 'LangChain']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900218,Bachelor in Cybersecurity,"['Agile', 'Deep Learning', 'AWS', 'SQL', 'FastText', 'Python', 'Rasa', 'Transformers']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900219,Degree in Computer Science,"['OpenAI API', 'TensorFlow', 'Machine Learning', 'LlamaIndex', 'HuggingFace', 'Rasa', 'BERT', 'Data Preprocessing', 'Python', 'PyTorch']"
NLP Engineer,,Extracted,https://rooster.jobs/jobs/900220,Bachelor in Information Technology,"['PyTorch', 'Agile', 'spaCy', 'Deep Learning', 'Docker', 'Gensim', 'AWS']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900221,Degree in Software Engineering,"['Risk Management', 'Confluence', 'Asana', 'ServiceNow', 'Gantt Charts', 'Excel', 'Smartsheet', 'Waterfall', 'Agile']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900222,Bachelor in Computer Science,"['Waterfall', 'Scrum', 'PRINCE2', 'Budgeting', 'Asana']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900223,Degree in Electrical Engineering,"['Confluence', 'Agile', 'Jira', 'Budgeting', 'Risk Management', 'PRINCE2', 'Documentation', 'Stakeholder Management', 'MS Project']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900224,Degree in Computer Engineering,"['Reporting', 'Jira', 'Waterfall', 'Asana', 'ServiceNow', 'Trello', 'Stakeholder Management', 'Excel', 'Scrum', 'Documentation']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900225,Master in Computer Science,"['Resource Planning', 'Budgeting', 'Waterfall', 'Reporting', 'PRINCE2', 'Excel', 'Change Management', 'Asana']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900226,Bachelor in Cybersecurity,"['Trello', 'MS Project', 'ServiceNow', 'Jira', 'Stakeholder Management', 'Budgeting', 'PMP', 'Change Management']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900227,Not Specified / Equivalent Experience,"['Waterfall', 'Asana', 'Confluence', 'Change Management', 'Budgeting', 'Excel', 'Stakeholder Management', 'Reporting', 'PMP', 'MS Project']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900228,Bachelor in Computer Engineering,"['PRINCE2', 'Stakeholder Management', 'Resource Planning', 'Monday.com', 'Change Management', 'Reporting', 'PMP', 'Waterfall', 'Smartsheet', 'Scrum', 'Jira']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900229,Master in Information Technology,"['Stakeholder Management', 'MS Project', 'Reporting', 'Excel', 'Gantt Charts', 'Resource Planning', 'Trello', 'Budgeting', 'Documentation']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900230,Not Specified / Equivalent Experience,"['PRINCE2', 'Asana', 'Risk Management', 'MS Project', 'Scrum', 'Confluence', 'Excel']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900231,Degree in Electrical Engineering,"['Reporting', 'Monday.com', 'Stakeholder Management', 'Scrum', 'Resource Planning', 'Jira', 'Change Management', 'MS Project']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900232,Not Specified / Equivalent Experience,"['Confluence', 'Risk Management', 'Stakeholder Management', 'Scrum', 'Gantt Charts', 'Excel', 'Jira', 'Documentation', 'Change Management', 'Resource Planning']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900233,Bachelor in Computer Engineering,"['Gantt Charts', 'Waterfall', 'Excel', 'PMP', 'Resource Planning', 'Asana', 'Documentation', 'Smartsheet', 'Risk Management', 'Scrum', 'Budgeting']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900234,Bachelor in Computer Engineering,"['Gantt Charts', 'Waterfall', 'Budgeting', 'Agile', 'Resource Planning', 'MS Project', 'PMP', 'Scrum', 'Excel', 'Jira']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900235,Bachelor in Mathematics,"['Jira', 'PMP', 'Budgeting', 'Asana', 'Smartsheet', 'Agile', 'Monday.com', 'Risk Management']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900236,Bachelor in Information Technology,"['Reporting', 'Smartsheet', 'Risk Management', 'Gantt Charts', 'Monday.com', 'Stakeholder Management', 'Waterfall', 'PMP', 'Trello']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900237,Bachelor in Cybersecurity,"['Gantt Charts', 'Confluence', 'Budgeting', 'Asana', 'Documentation', 'Change Management', 'Reporting', 'Waterfall', 'Agile', 'ServiceNow', 'Scrum']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900238,Master in Information Technology,"['Resource Planning', 'Waterfall', 'Budgeting', 'Excel', 'Jira', 'Gantt Charts', 'PMP']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900239,Degree in Computer Engineering,"['Budgeting', 'Asana', 'Scrum', 'Documentation', 'PMP', 'Agile', 'Smartsheet', 'Stakeholder Management', 'PRINCE2']"
IT Project Manager,,Extracted,https://rooster.jobs/jobs/900240,Bachelor in Electronics Engineering,"['Risk Management', 'Reporting', 'PRINCE2', 'PMP', 'Gantt Charts', 'Trello', 'Agile']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900241,Bachelor in Computer Engineering,"['Security', 'Terraform', 'Cost Optimization', 'CI/CD', 'Pulumi']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900242,Not Specified / Equivalent Experience,"['API Gateway', 'Java', 'Networking', 'High Availability', 'Security', 'Agile', 'Microservices', 'AWS']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900243,Master in Data Science,"['Pulumi', 'API Gateway', 'Security', 'AWS', 'Stakeholder Management', 'Cost Optimization', 'Azure', 'Kubernetes', 'Microservices', 'High Availability']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900244,Master in Data Science,"['CI/CD', 'Terraform', 'Docker', 'Documentation', 'Draw.io', 'GCP', 'High Availability', 'Azure']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900245,Degree in Software Engineering,"['Documentation', 'Pulumi', 'Cost Optimization', 'CI/CD', 'Lucidchart']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900246,Bachelor in Information Technology,"['High Availability', 'Microservices', 'Terraform', 'Python', 'Lucidchart', 'GCP', 'Java', 'CloudFormation', 'Pulumi', 'Networking', 'CI/CD', 'Security']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900247,Degree in Computer Engineering,"['Terraform', 'Pulumi', 'Python', 'Security', 'Stakeholder Management', 'Azure', 'CloudFormation', 'SQL']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900248,Bachelor in Mathematics,"['AWS', 'GCP', 'Python', 'CI/CD', 'Security', 'API Gateway', 'Terraform', 'SQL', 'Java', 'Cost Optimization']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900249,Master in Computer Science,"['Draw.io', 'Stakeholder Management', 'Python', 'Java', 'GCP', 'Security', 'Microservices']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900250,Degree in Computer Science,"['API Gateway', 'Java', 'GCP', 'Documentation', 'Cost Optimization', 'Draw.io', 'CI/CD', 'Python', 'Stakeholder Management', 'Docker', 'Networking']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900251,Degree in Electrical Engineering,"['SQL', 'GCP', 'Agile', 'Lucidchart', 'Microservices', 'High Availability', 'Pulumi']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900252,Degree in Information Systems,"['Agile', 'API Gateway', 'Cost Optimization', 'Microservices', 'CI/CD', 'Draw.io']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900253,Bachelor in Electronics Engineering,"['Kubernetes', 'Pulumi', 'Security', 'Cost Optimization', 'Python', 'Java', 'API Gateway', 'Documentation', 'Stakeholder Management']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900254,Master in Information Technology,"['Python', 'Security', 'Documentation', 'Terraform', 'GCP', 'Networking', 'Cost Optimization', 'Java', 'Azure']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900255,Degree in Software Engineering,"['AWS', 'Networking', 'Python', 'Kubernetes', 'Microservices', 'SQL', 'Terraform', 'Documentation', 'GCP', 'Docker', 'Stakeholder Management']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900256,Not Specified / Equivalent Experience,"['Python', 'Docker', 'Agile', 'Lucidchart', 'Networking', 'High Availability']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900257,Master in Information Technology,"['CI/CD', 'Docker', 'Cost Optimization', 'Azure', 'Python', 'Networking', 'Pulumi', 'API Gateway']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900258,Master in Computer Science,"['Draw.io', 'AWS', 'Networking', 'Azure', 'Pulumi', 'Lucidchart', 'Microservices', 'Agile', 'SQL', 'Documentation', 'Cost Optimization', 'CI/CD']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900259,Master in Data Science,"['Azure', 'High Availability', 'Kubernetes', 'Cost Optimization', 'Security', 'CI/CD', 'Agile', 'Lucidchart', 'GCP', 'Java', 'Python']"
Solutions Architect,,Extracted,https://rooster.jobs/jobs/900260,Master in Data Science,"['Kubernetes', 'API Gateway', 'Networking', 'Stakeholder Management', 'Documentation', 'Azure', 'CI/CD', 'Java']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900261,Bachelor in Information Technology,"['Troubleshooting', '5G', 'Monitoring', 'Spectrum Analyzer', 'Agile', 'VPN', 'Routing', 'Documentation', 'LTE', 'RF Planning', 'Ekahau', 'TCP/IP']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900262,Degree in Computer Engineering,"['Python', 'Cisco WLC', 'TCP/IP', 'Linux', 'Troubleshooting', 'Juniper Mist']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900263,Bachelor in Engineering,"['Documentation', 'Python', 'Networking', 'Routing', 'WLAN', 'Juniper Mist', 'VPN', 'Agile']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900264,Master in Information Technology,"['Switching', 'Security', 'LTE', 'Ekahau', 'Linux', 'Cisco WLC', 'Routing', 'VPN', 'Python', 'Networking']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900265,Bachelor in Engineering,"['5G', 'Monitoring', 'TCP/IP', 'Documentation', 'Troubleshooting', 'WLAN', 'Networking', 'LTE', 'Switching', 'Ruckus', 'Security']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900266,Master in Information Technology,"['Monitoring', 'TCP/IP', 'Security', 'Routing', 'Juniper Mist', 'Switching', 'RF Planning', '5G', 'Agile', 'WLAN', 'VPN']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900267,Degree in Computer Engineering,"['Aruba Networks', '5G', 'Spectrum Analyzer', 'Documentation', 'Ruckus', 'Linux', 'Routing', 'Troubleshooting', 'Cisco WLC', 'Agile']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900268,Not Specified / Equivalent Experience,"['Security', 'Agile', 'Ruckus', 'Switching', 'Routing', 'WiFi 6', '5G']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900269,Bachelor in Computer Science,"['Agile', 'Routing', 'LTE', 'Documentation', 'Linux', 'WLAN', 'TCP/IP', 'Monitoring']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900270,Not Specified / Equivalent Experience,"['TCP/IP', 'Routing', 'Monitoring', 'Switching', 'Python', 'Juniper Mist', 'Linux', 'Agile', 'LTE']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900271,Bachelor in Electronics Engineering,"['WiFi 6', 'Monitoring', '5G', 'Python', 'Security', 'Troubleshooting', 'Ruckus', 'Agile', 'Routing', 'TCP/IP']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900272,Degree in Information Systems,"['Troubleshooting', 'Python', 'Security', 'VPN', 'Spectrum Analyzer', 'WiFi 6', 'Switching']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900273,Master in Information Technology,"['5G', 'Python', 'Security', 'Switching', 'Spectrum Analyzer', 'Linux', 'Cisco WLC', 'Ruckus', 'Networking', 'Troubleshooting']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900274,Bachelor in Computer Engineering,"['Cisco WLC', 'Juniper Mist', 'Security', 'LTE', 'Python', 'VPN', 'Aruba Networks', 'Monitoring', 'Routing']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900275,Bachelor in Engineering,"['5G', 'Troubleshooting', 'RF Planning', 'Networking', 'Monitoring', 'Ekahau', 'Routing', 'LTE', 'Linux', 'TCP/IP', 'Spectrum Analyzer', 'Agile']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900276,Bachelor in Mathematics,"['Cisco WLC', 'VPN', 'Documentation', 'Security', 'Ekahau', 'LTE', 'WLAN', 'Linux', 'Switching', 'Ruckus', 'Routing']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900277,Degree in Software Engineering,"['Python', 'Aruba Networks', 'TCP/IP', 'Security', '5G', 'Monitoring', 'Documentation', 'Switching', 'Linux', 'Ekahau', 'Juniper Mist']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900278,Bachelor in Computer Engineering,"['Switching', 'RF Planning', 'Documentation', 'Juniper Mist', 'Spectrum Analyzer', 'Ekahau', '5G', 'VPN', 'Routing']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900279,Bachelor in Cybersecurity,"['Agile', 'Cisco WLC', 'VPN', 'WLAN', 'TCP/IP', 'Ekahau', 'Documentation', '5G']"
Wireless Network Engineer,,Extracted,https://rooster.jobs/jobs/900280,Not Specified / Equivalent Experience,"['Spectrum Analyzer', 'Switching', 'WiFi 6', 'VPN', 'LTE', 'Troubleshooting']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900281,Master in Data Science,"['Veeam', 'Monitoring', 'Backup & Recovery', 'Troubleshooting', 'Disaster Recovery', 'EMC', 'SAN', 'Scripting']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900282,Degree in Electrical Engineering,"['Linux', 'Veeam', 'Backup & Recovery', 'Fibre Channel', 'HPE 3PAR', 'Python', 'Disaster Recovery', 'Scripting', 'NetApp', 'NAS']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900283,Not Specified / Equivalent Experience,"['Monitoring', 'Troubleshooting', 'RAID', 'Documentation', 'HPE 3PAR', 'Backup & Recovery', 'Agile', 'Veeam']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900284,Bachelor in Engineering,"['NAS', 'SAN', 'Disaster Recovery', 'SQL', 'Agile', 'RAID', 'Commvault', 'Veeam', 'NetApp']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900285,Not Specified / Equivalent Experience,"['iSCSI', 'Monitoring', 'EMC', 'Disaster Recovery', 'NetApp', 'SQL', 'Zerto', 'RAID']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900286,Degree in Computer Engineering,"['Fibre Channel', 'Linux', 'Windows Server', 'Agile', 'SQL', 'Commvault']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900287,Bachelor in Mathematics,"['Windows Server', 'Scripting', 'NAS', 'Troubleshooting', 'Pure Storage', 'Documentation']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900288,Bachelor in Computer Engineering,"['Backup & Recovery', 'Disaster Recovery', 'Documentation', 'NAS', 'Veeam', 'RAID']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900289,Bachelor in Mathematics,"['RAID', 'NetApp', 'NAS', 'Backup & Recovery', 'Disaster Recovery', 'SQL', 'Monitoring', 'Fibre Channel']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900290,Bachelor in Engineering,"['Linux', 'Agile', 'Documentation', 'Zerto', 'Backup & Recovery', 'Disaster Recovery', 'RAID', 'Commvault', 'iSCSI']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900291,Bachelor in Computer Engineering,"['Agile', 'Zerto', 'Pure Storage', 'Documentation', 'iSCSI', 'Monitoring', 'Commvault', 'Scripting', 'NAS']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900292,Degree in Computer Science,"['Troubleshooting', 'Veeam', 'NAS', 'EMC', 'Linux', 'Agile']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900293,Degree in Information Systems,"['Linux', 'Veeam', 'NAS', 'RAID', 'Windows Server']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900294,Bachelor in Electronics Engineering,"['Windows Server', 'Backup & Recovery', 'SQL', 'EMC', 'Commvault']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900295,Bachelor in Information Technology,"['Zerto', 'Agile', 'Documentation', 'Backup & Recovery', 'Disaster Recovery', 'RAID', 'SQL', 'Pure Storage', 'Veeam', 'Windows Server']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900296,Master in Computer Science,"['iSCSI', 'Backup & Recovery', 'HPE 3PAR', 'Documentation', 'Scripting', 'Fibre Channel', 'Zerto', 'Veeam', 'SQL', 'Agile']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900297,Not Specified / Equivalent Experience,"['Commvault', 'RAID', 'Troubleshooting', 'Disaster Recovery', 'Monitoring', 'Documentation', 'Pure Storage', 'Linux', 'SQL']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900298,Bachelor in Electronics Engineering,"['iSCSI', 'Disaster Recovery', 'Agile', 'Veeam', 'Documentation', 'Troubleshooting', 'Windows Server', 'Zerto', 'Python', 'Commvault', 'SQL']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900299,Bachelor in Engineering,"['Linux', 'Windows Server', 'SAN', 'Disaster Recovery', 'SQL', 'Agile', 'HPE 3PAR']"
Storage Engineer,,Extracted,https://rooster.jobs/jobs/900300,Degree in Computer Engineering,"['Windows Server', 'Disaster Recovery', 'NetApp', 'Backup & Recovery', 'NAS', 'Troubleshooting', 'SAN']"
IT Service Manager,,Extracted,https://rooster.jobs/jobs/900301,Degree in Computer Engineering,"['Agile', 'Opsgenie', 'Reporting', 'Documentation', 'ServiceNow', 'Incident Management', 'KPI Tracking', 'Excel']"
IT Service Manager,,Extracted,https://rooster.jobs/jobs/900302,Not Specified / Equivalent Experience,"['Incident Management', 'ITIL', 'Stakeholder Management', 'Excel', 'Remedy', 'ServiceNow', 'Opsgenie', 'SLA Management', 'Jira Service Management', 'Agile', 'Documentation', 'Reporting']"
IT Service Manager,,Extracted,https://rooster.jobs/jobs/900303,Degree in Electrical Engineering,"['Incident Management', 'SLA Management', 'Change Management', 'Risk Management', 'ITIL', 'Remedy', 'Stakeholder Management', 'KPI Tracking', 'ServiceNow']"
IT Service Manager,,Extracted,https://rooster.jobs/jobs/900304,Not Specified / Equivalent Experience,"['Risk Management', 'ITIL', 'PagerDuty', 'Documentation', 'Agile', 'Excel', 'CMDB', 'KPI Tracking', 'ServiceNow', 'Remedy', 'SQL']"
IT Service Manager,,Extracted,https://rooster.jobs/jobs/900305,Degree in Computer Science,"['Reporting', 'CMDB', 'Remedy', 'Opsgenie', 'ServiceNow', 'Incident Management', 'SLA Management', 'KPI Tracking']"
IT Service Manager,,Extracted,https://rooster.jobs/jobs/900306,Master in Data Science,"['PagerDuty', 'Jira Service Management', 'SQL', 'Incident Management', 'ITIL', 'Agile', 'Risk Management', 'KPI Tracking', 'Reporting']"
IT Service Manager,,Extracted,https://rooster.jobs/jobs/900307,Degree in Computer Engineering,"['Excel', 'Stakeholder Management', 'ManageEngine', 'Risk Management', 'ServiceNow', 'PagerDuty', 'Reporting', 'Freshservice', 'Documentation', 'Opsgenie', 'SLA Management']"
IT Service Manager,,Extracted,https://rooster.jobs/jobs/900308,Not Specified / Equivalent Experience,"['Agile', 'ITIL', 'Reporting', 'Documentation', 'Remedy', 'Change Management', 'Excel', 'KPI Tracking']"
IT Service Manager,,Extracted,https://rooster.jobs/jobs/900309,Bachelor in Computer Engineering,"['Freshservice', 'ITIL', 'Reporting', 'Stakeholder Management', 'Risk Management', 'Change Management', 'CMDB']"
